customerid,churn,tenure,preferredlogindevice,citytier,warehousetohome,preferredpaymentmode,gender,hourspendonapp,numberofdeviceregistered,preferedordercat,satisfactionscore,maritalstatus,numberofaddress,complain,orderamounthikefromlastyear,couponused,ordercount,daysincelastorder,cashbackamount
1698,51699,0,10.0,Mobile Phone,1,12.0,Credit Card,Male,2.0,1,Laptop & Accessory,5,Married,5,1,13.0,6.0,6.0,7.0,159.74
1699,51700,0,3.0,Computer,3,31.0,COD,Female,2.0,3,Laptop & Accessory,3,Married,8,1,12.0,2.0,2.0,2.0,147.36
1700,51701,0,0.0,Mobile Phone,3,6.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,2,0,17.0,0.0,7.0,7.0,152.96
1701,51702,0,15.0,Mobile Phone,1,8.0,UPI,Male,3.0,4,Laptop & Accessory,1,Single,4,0,23.0,1.0,1.0,0.0,167.81
1702,51703,1,,Computer,3,6.0,Cash on Delivery,Female,3.0,4,Mobile,4,Single,2,1,11.0,1.0,1.0,2.0,121.74000000000001
1703,51704,0,9.0,Computer,3,6.0,Credit Card,Female,2.0,3,Laptop & Accessory,1,Single,5,0,15.0,1.0,1.0,0.0,166.53
1704,51705,0,9.0,Computer,3,9.0,Credit Card,Male,2.0,4,Fashion,1,Married,5,0,11.0,0.0,1.0,12.0,196.99
1705,51706,0,30.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Married,3,0,11.0,0.0,1.0,2.0,167.55
1706,51707,0,,Phone,1,16.0,Debit Card,Female,2.0,1,Mobile,3,Married,4,1,13.0,0.0,1.0,7.0,122.13
1707,51708,0,0.0,Computer,3,,CC,Male,2.0,3,Mobile,1,Single,2,0,24.0,2.0,2.0,2.0,126.1
1708,51709,1,0.0,Phone,3,11.0,E wallet,Female,,3,Mobile,3,Single,2,1,13.0,0.0,1.0,0.0,128.51
1709,51710,0,10.0,Phone,1,16.0,CC,Female,3.0,3,Mobile,5,Married,7,0,20.0,1.0,1.0,3.0,134.52
1710,51711,0,19.0,Computer,1,13.0,Credit Card,Female,1.0,3,Laptop & Accessory,3,Married,3,0,14.0,1.0,1.0,0.0,152.58
1711,51712,1,4.0,Computer,3,10.0,E wallet,Male,2.0,3,Laptop & Accessory,4,Single,2,0,18.0,4.0,7.0,7.0,193.55
1712,51713,0,23.0,Mobile Phone,1,16.0,Cash on Delivery,Male,3.0,4,Fashion,1,Single,7,0,15.0,1.0,1.0,3.0,204.96
1713,51714,1,3.0,Mobile Phone,3,28.0,E wallet,Male,3.0,4,Laptop & Accessory,3,Married,3,1,12.0,1.0,1.0,0.0,163.8
1714,51715,0,4.0,Phone,1,,Debit Card,Male,2.0,4,Mobile,4,Single,1,1,16.0,2.0,2.0,2.0,126.57
1715,51716,1,0.0,Phone,3,18.0,Debit Card,Female,,1,Mobile,4,Single,2,0,15.0,0.0,1.0,0.0,127.16
1716,51717,0,,Phone,1,29.0,Debit Card,Male,2.0,3,Mobile,1,Single,10,0,16.0,0.0,1.0,2.0,122.00999999999999
1717,51718,0,8.0,Mobile Phone,1,15.0,Debit Card,Male,3.0,4,Laptop & Accessory,4,Single,10,0,19.0,0.0,1.0,0.0,165.4
1718,51719,0,0.0,Phone,1,6.0,Credit Card,Male,2.0,3,Mobile Phone,4,Married,2,0,11.0,0.0,1.0,4.0,138.16
1719,51720,0,1.0,Mobile Phone,3,15.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Single,2,0,16.0,1.0,1.0,7.0,152.53
1720,51721,0,22.0,Mobile Phone,1,13.0,UPI,Male,2.0,4,Fashion,3,Single,9,0,24.0,1.0,1.0,,209.64999999999998
1721,51722,0,24.0,Phone,3,20.0,Debit Card,Female,2.0,3,Laptop & Accessory,1,Married,5,0,11.0,1.0,1.0,7.0,149.36
1722,51723,0,9.0,Phone,1,,Debit Card,Female,3.0,3,Mobile,3,Married,5,0,13.0,2.0,2.0,2.0,125.43
1723,51724,1,0.0,Computer,3,25.0,E wallet,Male,3.0,1,Laptop & Accessory,1,Single,9,1,13.0,0.0,1.0,4.0,153.04
1724,51725,0,28.0,Mobile Phone,1,8.0,Debit Card,Female,3.0,3,Grocery,1,Single,3,1,13.0,,1.0,2.0,266.59
1725,51726,0,0.0,Phone,3,16.0,E wallet,Female,3.0,3,Laptop & Accessory,3,Married,2,1,12.0,0.0,1.0,3.0,142.6
1726,51727,0,3.0,Phone,3,,COD,Male,3.0,3,Mobile,4,Married,2,0,18.0,1.0,1.0,0.0,124.75999999999999
1727,51728,1,0.0,Computer,1,9.0,COD,Male,,3,Mobile,5,Single,1,0,22.0,0.0,1.0,4.0,131.02
1728,51729,0,,Phone,1,17.0,CC,Female,2.0,3,Mobile,4,Married,2,0,13.0,1.0,1.0,2.0,122.44
1729,51730,0,9.0,Mobile Phone,3,8.0,Credit Card,Male,3.0,4,Fashion,3,Married,2,0,13.0,8.0,9.0,0.0,175.96
1730,51731,1,,Computer,1,10.0,COD,Male,2.0,3,Mobile,1,Single,10,1,23.0,1.0,1.0,0.0,122.85
1731,51732,0,10.0,Phone,1,20.0,Debit Card,Female,,3,Mobile,5,Married,2,0,12.0,10.0,12.0,17.0,130.34
1732,51733,0,13.0,Mobile Phone,3,8.0,E wallet,Female,2.0,3,Laptop & Accessory,4,Married,8,0,12.0,0.0,1.0,3.0,157.15
1733,51734,0,15.0,Phone,1,,Debit Card,Female,3.0,3,Mobile,5,Married,4,0,16.0,0.0,1.0,2.0,125.75999999999999
1734,51735,0,10.0,Phone,1,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,4,Single,3,1,12.0,0.0,1.0,1.0,141.97
1735,51736,0,16.0,Mobile Phone,1,18.0,Debit Card,Male,2.0,4,Grocery,4,Married,2,0,11.0,3.0,,9.0,243.36
1736,51737,0,13.0,Phone,1,8.0,CC,Female,3.0,4,Laptop & Accessory,3,Married,7,0,22.0,1.0,1.0,0.0,134.48
1737,51738,0,27.0,Mobile Phone,1,11.0,Credit Card,Male,2.0,3,Others,5,Married,5,0,,1.0,1.0,2.0,294.06
1738,51739,0,7.0,Computer,3,10.0,E wallet,Female,3.0,3,Laptop & Accessory,3,Married,10,0,15.0,0.0,1.0,2.0,165.38
1739,51740,0,4.0,Phone,1,13.0,Credit Card,Female,2.0,3,Laptop & Accessory,5,Married,2,0,12.0,3.0,3.0,12.0,143.06
1740,51741,0,,Computer,1,27.0,CC,Male,3.0,3,Mobile,1,Married,8,0,20.0,1.0,1.0,2.0,122.58000000000001
1741,51742,0,16.0,Phone,1,14.0,UPI,Female,3.0,3,Laptop & Accessory,3,Married,5,1,14.0,1.0,1.0,2.0,145.22
1742,51743,0,0.0,Phone,3,10.0,Debit Card,Female,3.0,4,Laptop & Accessory,1,Single,2,1,11.0,0.0,1.0,3.0,144.87
1743,51744,0,10.0,Computer,1,31.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Married,4,1,15.0,4.0,10.0,7.0,144.49
1744,51745,0,,Phone,1,6.0,Debit Card,Male,3.0,4,Mobile,5,Married,2,0,12.0,3.0,3.0,2.0,122.18
1745,51746,0,12.0,Computer,1,6.0,Debit Card,Male,2.0,3,Others,3,Married,2,1,14.0,0.0,1.0,6.0,291.97
1746,51747,0,29.0,Computer,3,12.0,Debit Card,Female,2.0,1,Grocery,5,Married,10,0,11.0,6.0,,7.0,232.12
1747,51748,0,3.0,Mobile Phone,3,18.0,COD,Female,2.0,3,Laptop & Accessory,3,Single,1,0,11.0,3.0,4.0,4.0,165.77
1748,51749,0,14.0,Mobile Phone,3,6.0,E wallet,Male,2.0,1,Fashion,5,Married,2,0,16.0,1.0,1.0,7.0,183.92
1749,51750,0,1.0,Phone,1,23.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,2,0,12.0,0.0,1.0,8.0,145.58
1750,51751,1,0.0,Phone,1,9.0,Credit Card,Male,3.0,3,Mobile Phone,5,Married,6,0,13.0,1.0,1.0,2.0,140.31
1751,51752,0,25.0,Mobile Phone,1,9.0,Credit Card,Male,2.0,4,Fashion,3,Married,3,1,14.0,1.0,1.0,4.0,179.69
1752,51753,0,18.0,Phone,1,,Debit Card,Male,3.0,3,Mobile,1,Married,4,0,21.0,0.0,1.0,2.0,126.53999999999999
1753,51754,0,25.0,Mobile Phone,1,10.0,Debit Card,Female,1.0,3,Grocery,1,Married,3,0,13.0,,1.0,4.0,265.55
1754,51755,0,15.0,Computer,1,35.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,3,0,11.0,1.0,1.0,2.0,145.56
1755,51756,0,3.0,Mobile Phone,1,8.0,Debit Card,Female,2.0,5,Laptop & Accessory,1,Single,3,0,20.0,1.0,1.0,2.0,160.91
1756,51757,0,30.0,Mobile Phone,1,13.0,Debit Card,Female,2.0,3,Others,5,Married,6,0,,1.0,11.0,10.0,295.66
1757,51758,0,19.0,Phone,1,24.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,3,0,14.0,1.0,1.0,8.0,148.1
1758,51759,0,15.0,Computer,1,34.0,COD,Female,2.0,4,Laptop & Accessory,1,Married,1,0,11.0,0.0,1.0,4.0,145.23
1759,51760,1,0.0,Phone,3,6.0,COD,Female,3.0,3,Mobile,4,Single,2,1,16.0,0.0,1.0,4.0,132.02
1760,51761,1,0.0,Computer,3,,E wallet,Female,2.0,5,Mobile,3,Married,1,0,16.0,0.0,1.0,0.0,123.50999999999999
1761,51762,0,,Computer,1,8.0,Debit Card,Male,2.0,3,Mobile Phone,1,Married,2,1,23.0,1.0,1.0,0.0,117.02000000000001
1762,51763,0,13.0,Mobile Phone,3,8.0,Debit Card,Female,3.0,3,Others,3,Married,1,0,14.0,,1.0,12.0,280.41
1763,51764,0,0.0,Phone,1,29.0,Debit Card,Female,,3,Mobile,1,Married,2,0,22.0,0.0,1.0,2.0,128.86
1764,51765,0,,Computer,1,9.0,Debit Card,Male,2.0,3,Mobile,1,Married,5,0,15.0,1.0,1.0,4.0,120.97
1765,51766,0,2.0,Mobile Phone,1,9.0,Credit Card,Male,3.0,4,Fashion,3,Married,2,0,18.0,0.0,1.0,,219.35000000000002
1766,51767,1,0.0,Phone,1,,COD,Female,3.0,4,Mobile,4,Married,6,0,16.0,1.0,1.0,1.0,125.46000000000001
1767,51768,1,0.0,Phone,2,,COD,Male,2.0,4,Mobile,1,Single,2,0,12.0,0.0,1.0,0.0,125.63999999999999
1768,51769,0,3.0,Computer,3,28.0,UPI,Female,3.0,3,Fashion,5,Married,1,0,11.0,3.0,7.0,8.0,184.12
1769,51770,0,30.0,Mobile Phone,3,35.0,E wallet,Male,2.0,4,Grocery,1,Married,4,0,12.0,1.0,,0.0,241.18
1770,51771,0,23.0,Mobile Phone,1,35.0,Debit Card,Male,2.0,4,Grocery,3,Married,1,0,15.0,,15.0,7.0,270.46
1771,51772,0,3.0,Computer,1,,CC,Female,2.0,3,Mobile,1,Single,1,0,14.0,1.0,6.0,7.0,125.63999999999999
1772,51773,0,30.0,Computer,3,34.0,E wallet,Female,3.0,4,Fashion,5,Married,5,0,19.0,3.0,13.0,11.0,202.66
1773,51774,0,20.0,Mobile Phone,1,8.0,Credit Card,Female,3.0,3,Laptop & Accessory,1,Married,6,0,13.0,0.0,1.0,4.0,150.7
1774,51775,0,19.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,3,Grocery,3,Married,7,0,13.0,,1.0,1.0,278.61
1775,51776,0,8.0,Phone,1,28.0,Debit Card,Male,2.0,5,Mobile Phone,3,Single,1,0,15.0,1.0,4.0,3.0,142.3
1776,51777,0,27.0,Phone,1,5.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,8,0,11.0,0.0,1.0,0.0,137.8
1777,51778,0,7.0,Phone,1,8.0,Debit Card,Male,,4,Mobile,3,Married,4,0,12.0,3.0,5.0,7.0,127.68
1778,51779,0,5.0,Mobile Phone,3,16.0,E wallet,Female,3.0,4,Fashion,1,Married,3,1,19.0,0.0,1.0,2.0,190.71
1779,51780,0,4.0,Mobile Phone,1,15.0,Debit Card,Male,2.0,3,Fashion,4,Married,2,0,25.0,0.0,1.0,8.0,206.48000000000002
1780,51781,1,0.0,Mobile Phone,1,21.0,Credit Card,Male,2.0,3,Fashion,3,Married,8,1,12.0,3.0,,7.0,236.10000000000002
1781,51782,1,0.0,Phone,1,16.0,CC,Male,2.0,5,Mobile,1,Married,8,0,13.0,0.0,1.0,3.0,134.08
1782,51783,0,3.0,Phone,3,13.0,E wallet,Male,,3,Mobile,4,Single,1,0,14.0,0.0,1.0,2.0,129.83
1783,51784,0,8.0,Mobile Phone,1,22.0,Debit Card,Male,3.0,3,Fashion,3,Married,5,1,12.0,0.0,1.0,0.0,176.32
1784,51785,1,0.0,Computer,1,26.0,Debit Card,Male,3.0,3,Fashion,3,Married,4,0,12.0,1.0,1.0,0.0,198.24
1785,51786,1,0.0,Computer,2,29.0,UPI,Female,2.0,3,Fashion,5,Married,10,1,15.0,1.0,1.0,2.0,199.5
1786,51787,0,,Computer,1,11.0,UPI,Male,3.0,3,Mobile,3,Married,5,0,17.0,0.0,2.0,0.0,120.93
1787,51788,0,9.0,Computer,3,16.0,Credit Card,Male,2.0,3,Fashion,1,Single,2,0,14.0,8.0,9.0,7.0,199.8
1788,51789,1,0.0,Computer,1,10.0,COD,Male,3.0,4,Mobile Phone,3,Single,6,0,16.0,0.0,1.0,2.0,138.94
1789,51790,0,21.0,Phone,3,8.0,E wallet,Female,2.0,3,Laptop & Accessory,1,Married,3,0,14.0,6.0,6.0,7.0,140.51
1790,51791,0,28.0,Mobile Phone,3,24.0,Debit Card,Female,2.0,3,Grocery,4,Single,4,0,23.0,,7.0,8.0,268.35
1791,51792,0,14.0,Computer,3,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Single,8,0,14.0,0.0,1.0,10.0,162.3
1792,51793,0,8.0,Phone,3,6.0,E wallet,Male,2.0,3,Laptop & Accessory,3,Married,10,0,11.0,0.0,6.0,9.0,147.17
1793,51794,0,13.0,Mobile Phone,1,12.0,Debit Card,Female,3.0,3,Grocery,3,Single,8,0,15.0,4.0,,13.0,232.37
1794,51795,0,12.0,Computer,1,14.0,Debit Card,Female,2.0,3,Mobile Phone,3,Married,2,0,11.0,1.0,1.0,7.0,137.55
1795,51796,0,4.0,Mobile Phone,3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Single,5,1,13.0,1.0,1.0,5.0,165.82
1796,51797,0,15.0,Mobile Phone,1,30.0,Credit Card,Male,2.0,3,Fashion,5,Married,2,1,21.0,5.0,5.0,8.0,174.06
1797,51798,0,18.0,Phone,3,8.0,UPI,Male,3.0,3,Laptop & Accessory,4,Married,1,0,19.0,3.0,3.0,7.0,148.05
1798,51799,1,0.0,Computer,2,23.0,Debit Card,Female,,3,Mobile,3,Married,1,1,11.0,0.0,1.0,0.0,127.41
1799,51800,0,2.0,Phone,1,25.0,COD,Male,2.0,3,Laptop & Accessory,1,Married,5,0,12.0,1.0,1.0,2.0,142.62
1800,51801,0,6.0,Mobile Phone,1,6.0,Credit Card,Female,3.0,1,Grocery,3,Married,5,0,19.0,,1.0,5.0,261.84
1801,51802,0,4.0,Mobile Phone,3,13.0,Debit Card,Male,2.0,4,Fashion,1,Married,10,0,21.0,1.0,1.0,,215.57
1802,51803,1,,Computer,3,11.0,E wallet,Male,3.0,3,Mobile Phone,4,Single,2,1,14.0,1.0,1.0,0.0,118.78
1803,51804,0,13.0,Computer,3,34.0,UPI,Male,2.0,5,Fashion,5,Married,4,0,15.0,0.0,1.0,,209.32
1804,51805,0,14.0,Computer,1,8.0,UPI,Female,3.0,4,Laptop & Accessory,3,Single,3,1,17.0,0.0,1.0,7.0,168.11
1805,51806,0,0.0,Phone,3,35.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Married,6,0,12.0,0.0,1.0,0.0,143.06
1806,51807,0,8.0,Phone,3,6.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Single,2,0,16.0,1.0,1.0,3.0,148.59
1807,51808,0,7.0,Mobile Phone,3,27.0,Debit Card,Male,3.0,1,Laptop & Accessory,1,Single,2,0,12.0,0.0,5.0,7.0,153.37
1808,51809,1,0.0,Phone,1,,COD,Male,3.0,5,Mobile,1,Single,2,1,18.0,0.0,1.0,0.0,123.4
1809,51810,0,10.0,Mobile Phone,1,6.0,COD,Female,2.0,3,Fashion,1,Single,5,0,17.0,1.0,1.0,2.0,174.91
1810,51811,0,19.0,Computer,1,24.0,Credit Card,Female,2.0,3,Fashion,3,Married,6,0,11.0,0.0,1.0,2.0,205.27
1811,51812,0,14.0,Mobile Phone,3,8.0,Debit Card,Female,3.0,3,Grocery,5,Married,8,0,16.0,,11.0,8.0,265.95
1812,51813,0,10.0,Computer,3,15.0,Credit Card,Male,3.0,3,Fashion,4,Married,2,0,13.0,1.0,7.0,7.0,188.34
1813,51814,0,25.0,Mobile Phone,1,12.0,COD,Male,3.0,3,Laptop & Accessory,5,Married,4,1,12.0,2.0,6.0,9.0,155.77
1814,51815,1,0.0,Computer,3,17.0,UPI,Male,2.0,1,Laptop & Accessory,3,Married,9,0,12.0,1.0,1.0,2.0,147.07
1815,51816,0,0.0,Computer,3,,CC,Male,2.0,3,Mobile,1,Married,1,0,13.0,1.0,2.0,1.0,124.0
1816,51817,0,11.0,Mobile Phone,1,16.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Married,4,0,19.0,0.0,1.0,0.0,198.24
1817,51818,0,10.0,Mobile Phone,1,6.0,Debit Card,Female,3.0,3,Laptop & Accessory,4,Married,7,0,12.0,4.0,4.0,3.0,164.47
1818,51819,0,22.0,Mobile Phone,1,24.0,Debit Card,Male,2.0,4,Others,3,Married,2,1,,1.0,1.0,9.0,295.02
1819,51820,0,0.0,Phone,1,29.0,CC,Male,,1,Mobile,1,Married,2,1,11.0,0.0,1.0,4.0,127.25
1820,51821,0,0.0,Mobile Phone,3,34.0,E wallet,Male,3.0,3,Laptop & Accessory,4,Married,2,0,20.0,0.0,1.0,4.0,162.72
1821,51822,0,,Phone,1,23.0,UPI,Male,3.0,4,Mobile,4,Married,2,0,21.0,1.0,1.0,0.0,121.27000000000001
1822,51823,0,23.0,Computer,2,9.0,Credit Card,Male,3.0,3,Others,4,Married,2,0,11.0,,10.0,7.0,282.0
1823,51824,0,,Phone,3,19.0,CC,Male,2.0,3,Mobile,3,Married,2,0,11.0,1.0,1.0,6.0,120.96000000000001
1824,51825,1,0.0,Computer,1,13.0,Debit Card,Female,,3,Mobile,3,Married,2,1,16.0,0.0,1.0,2.0,128.86
1825,51826,1,,Computer,3,18.0,Debit Card,Male,3.0,4,Mobile,5,Married,2,0,18.0,1.0,1.0,0.0,120.33000000000001
1826,51827,0,7.0,Phone,1,6.0,Debit Card,Male,2.0,4,Mobile Phone,1,Married,2,1,13.0,1.0,1.0,3.0,136.22
1827,51828,1,0.0,Phone,3,19.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Married,3,0,17.0,0.0,1.0,2.0,142.33
1828,51829,0,8.0,Phone,1,31.0,UPI,Male,2.0,4,Laptop & Accessory,1,Single,5,0,14.0,1.0,1.0,2.0,136.81
1829,51830,0,4.0,Mobile Phone,3,12.0,Credit Card,Male,3.0,1,Laptop & Accessory,1,Married,5,0,22.0,5.0,5.0,7.0,154.6
1830,51831,0,,Phone,1,12.0,CC,Female,3.0,4,Mobile,3,Married,1,0,12.0,0.0,1.0,3.0,121.87
1831,51832,0,10.0,Mobile Phone,3,8.0,E wallet,Male,3.0,3,Laptop & Accessory,3,Married,5,1,11.0,0.0,1.0,0.0,196.02
1832,51833,0,0.0,Phone,1,6.0,Debit Card,Female,,4,Mobile,4,Single,2,0,13.0,0.0,1.0,0.0,128.36
1833,51834,0,15.0,Phone,1,8.0,Debit Card,Female,2.0,3,Laptop & Accessory,1,Married,2,0,13.0,0.0,2.0,2.0,140.89
1834,51835,0,16.0,Mobile Phone,1,12.0,UPI,Male,2.0,4,Grocery,1,Married,5,1,14.0,,1.0,0.0,266.27
1835,51836,0,11.0,Phone,1,,Debit Card,Female,2.0,3,Mobile,5,Single,4,0,17.0,0.0,1.0,0.0,126.19
1836,51837,0,16.0,Computer,1,15.0,Credit Card,Male,3.0,3,Laptop & Accessory,3,Married,4,1,13.0,1.0,4.0,7.0,156.79
1837,51838,0,21.0,Mobile Phone,1,6.0,Debit Card,Female,2.0,4,Grocery,5,Married,8,0,11.0,0.0,,2.0,254.01999999999998
1838,51839,0,17.0,Mobile Phone,2,6.0,Debit Card,Female,2.0,4,Laptop & Accessory,3,Single,5,0,11.0,1.0,1.0,2.0,159.85
1839,51840,0,7.0,Phone,3,,COD,Female,2.0,3,Mobile,3,Married,2,1,18.0,1.0,1.0,6.0,125.78999999999999
1840,51841,1,0.0,Phone,3,8.0,E wallet,Male,,3,Mobile,5,Married,1,0,11.0,1.0,1.0,2.0,130.41
1841,51842,0,0.0,Phone,3,28.0,COD,Male,2.0,3,Mobile,3,Single,2,0,11.0,0.0,1.0,2.0,134.47
1842,51843,0,17.0,Mobile Phone,1,9.0,UPI,Male,2.0,3,Others,1,Married,5,1,,0.0,1.0,1.0,295.13
1843,51844,0,0.0,Phone,1,12.0,CC,Male,,3,Mobile,3,Married,1,0,20.0,1.0,2.0,2.0,127.72999999999999
1844,51845,0,6.0,Mobile Phone,3,14.0,E wallet,Male,2.0,3,Laptop & Accessory,3,Married,1,0,12.0,0.0,1.0,2.0,171.04
1845,51846,0,5.0,Mobile Phone,1,15.0,Debit Card,Female,3.0,3,Laptop & Accessory,1,Married,2,1,12.0,1.0,1.0,5.0,163.22
1846,51847,0,,Computer,1,9.0,CC,Female,3.0,3,Mobile,3,Married,2,0,20.0,1.0,1.0,0.0,120.83000000000001
1847,51848,0,26.0,Mobile Phone,3,6.0,Credit Card,Female,2.0,3,Laptop & Accessory,5,Single,8,0,20.0,4.0,8.0,10.0,183.81
1848,51849,0,7.0,Phone,1,6.0,Debit Card,Male,,3,Mobile,1,Married,2,0,12.0,1.0,8.0,8.0,126.91
1849,51850,1,8.0,Computer,3,32.0,Debit Card,Female,3.0,3,Laptop & Accessory,5,Married,3,0,14.0,0.0,1.0,0.0,142.86
1850,51851,0,0.0,Mobile Phone,1,12.0,Debit Card,Female,3.0,3,Mobile Phone,1,Married,2,1,13.0,0.0,1.0,2.0,56.0
1851,51852,0,10.0,Mobile Phone,1,9.0,UPI,Male,2.0,3,Fashion,3,Married,2,0,15.0,7.0,7.0,8.0,194.34
1852,51853,0,2.0,Mobile Phone,3,9.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Married,2,0,14.0,0.0,1.0,2.0,155.61
1853,51854,0,8.0,Mobile Phone,1,12.0,Debit Card,Male,2.0,5,Laptop & Accessory,1,Single,2,0,13.0,0.0,11.0,8.0,166.46
1854,51855,0,6.0,Computer,1,12.0,Debit Card,Male,1.0,3,Laptop & Accessory,1,Married,4,0,23.0,3.0,4.0,7.0,177.25
1855,51856,0,27.0,Mobile Phone,2,25.0,Credit Card,Male,2.0,3,Fashion,4,Married,3,0,15.0,2.0,7.0,1.0,207.25
1856,51857,0,9.0,Mobile Phone,1,15.0,Credit Card,Male,2.0,4,Laptop & Accessory,4,Married,3,1,11.0,0.0,1.0,2.0,188.47
1857,51858,0,,Phone,1,9.0,CC,Male,2.0,4,Mobile,1,Single,1,0,13.0,1.0,1.0,1.0,120.44999999999999
1858,51859,1,0.0,Mobile Phone,1,16.0,Credit Card,Male,2.0,3,Mobile Phone,3,Single,2,1,11.0,1.0,1.0,1.0,110.09
1859,51860,1,0.0,Computer,1,9.0,Debit Card,Male,3.0,3,Mobile,5,Single,2,1,11.0,5.0,9.0,7.0,133.48
1860,51861,0,,Computer,1,9.0,Debit Card,Male,2.0,4,Mobile Phone,3,Married,2,0,18.0,1.0,1.0,0.0,112.81
1861,51862,0,0.0,Phone,1,10.0,CC,Male,,1,Mobile,5,Married,3,0,16.0,0.0,1.0,2.0,128.19
1862,51863,0,0.0,Phone,3,14.0,Debit Card,Male,2.0,1,Laptop & Accessory,4,Married,1,0,22.0,1.0,1.0,2.0,148.51
1863,51864,0,11.0,Phone,3,13.0,E wallet,Female,2.0,4,Laptop & Accessory,1,Single,1,0,20.0,1.0,1.0,5.0,140.28
1864,51865,0,2.0,Computer,1,6.0,Debit Card,Male,,5,Mobile,1,Married,2,0,18.0,0.0,2.0,8.0,127.19999999999999
1865,51866,0,21.0,Mobile Phone,3,8.0,E wallet,Male,2.0,1,Laptop & Accessory,4,Married,4,0,12.0,0.0,2.0,2.0,181.2
1866,51867,0,0.0,Computer,3,9.0,Credit Card,Female,3.0,1,Laptop & Accessory,1,Married,2,1,20.0,1.0,1.0,4.0,146.47
1867,51868,0,10.0,Phone,1,16.0,Debit Card,Male,3.0,1,Mobile Phone,1,Single,4,0,17.0,1.0,1.0,0.0,146.8
1868,51869,0,23.0,Phone,1,34.0,CC,Male,3.0,1,Mobile,3,Married,2,1,11.0,0.0,3.0,8.0,132.21
1869,51870,0,7.0,Mobile Phone,1,15.0,Credit Card,Female,2.0,4,Fashion,4,Single,2,0,14.0,4.0,7.0,7.0,186.21
1870,51871,1,0.0,Phone,3,9.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Single,10,0,14.0,1.0,2.0,0.0,145.77
1871,51872,0,12.0,Phone,1,8.0,COD,Female,3.0,4,Laptop & Accessory,3,Single,2,0,11.0,1.0,11.0,10.0,145.53
1872,51873,0,5.0,Mobile Phone,3,16.0,E wallet,Male,2.0,3,Laptop & Accessory,1,Single,2,0,12.0,1.0,1.0,8.0,153.96
1873,51874,1,13.0,Computer,3,14.0,COD,Male,2.0,3,Laptop & Accessory,3,Married,4,1,14.0,0.0,1.0,3.0,167.96
1874,51875,0,11.0,Mobile Phone,1,6.0,Debit Card,Female,2.0,1,Laptop & Accessory,1,Single,1,0,13.0,0.0,1.0,8.0,176.25
1875,51876,0,0.0,Mobile Phone,1,6.0,Debit Card,Female,3.0,3,Fashion,5,Married,2,0,11.0,0.0,1.0,7.0,174.12
1876,51877,0,5.0,Mobile Phone,1,9.0,Debit Card,Female,2.0,3,Fashion,1,Single,4,0,15.0,6.0,7.0,,211.58999999999997
1877,51878,0,20.0,Mobile Phone,3,20.0,E wallet,Male,2.0,3,Laptop & Accessory,5,Single,3,0,12.0,1.0,1.0,7.0,149.6
1878,51879,0,13.0,Computer,3,11.0,Debit Card,Male,2.0,4,Fashion,5,Married,6,1,21.0,0.0,1.0,12.0,204.75
1879,51880,0,26.0,Mobile Phone,1,13.0,Debit Card,Male,2.0,1,Grocery,3,Married,4,0,19.0,0.0,,3.0,248.14
1880,51881,0,14.0,Mobile Phone,2,16.0,UPI,Male,3.0,4,Others,1,Married,4,0,15.0,,12.0,6.0,291.41
1881,51882,0,30.0,Mobile Phone,3,22.0,E wallet,Male,2.0,3,Laptop & Accessory,5,Single,9,0,14.0,2.0,2.0,2.0,154.05
1882,51883,0,0.0,Computer,1,16.0,Debit Card,Male,2.0,3,Fashion,5,Married,2,0,21.0,0.0,1.0,7.0,187.93
1883,51884,0,14.0,Mobile Phone,2,6.0,UPI,Male,2.0,4,Others,3,Married,2,0,12.0,,2.0,10.0,291.89
1884,51885,0,23.0,Phone,3,14.0,E wallet,Male,2.0,3,Mobile Phone,4,Married,8,0,15.0,0.0,2.0,2.0,138.75
1885,51886,1,,Phone,1,6.0,Debit Card,Female,3.0,5,Mobile,4,Single,8,1,13.0,1.0,3.0,7.0,122.16
1886,51887,0,9.0,Computer,1,14.0,Debit Card,Female,3.0,1,Fashion,5,Married,10,0,14.0,0.0,1.0,,217.13
1887,51888,0,11.0,Mobile Phone,1,6.0,Debit Card,Female,2.0,3,Fashion,3,Single,5,1,14.0,0.0,1.0,0.0,178.61
